item_id	i_category	r_complement	r_substitute
6619	40	[4740, 4849, 3226, 5025, 7826, 7790, 4096, 3698, 3650, 9074, 6538, 6549, 6280, 7439, 5821, 6323, 6714, 6802, 8563, 3550, 6473, 5763, 9741, 10093, 6365, 3566, 3023, 6187, 10480, 8556, 7903, 6520, 7349, 3180, 3626, 7476, 9349, 5897, 3025, 10023, 6789, 6665, 5417, 8316, 7365, 7353, 5273, 3011, 5215, 8713, 7800, 4890, 9212]	[]
6620	28	[8672, 10113, 3734, 6749, 7410, 7454, 7466, 4893, 3560, 6908, 6374, 8841, 6139, 6217, 7749, 8167, 5860, 9056, 9678, 8339, 6580, 5927, 5284, 6623, 7210, 8373, 5516, 6981, 8899, 6624, 7558, 5289, 9181, 5624, 7663, 10006, 7674, 7031]	[]
6623	28	[5159, 6504, 8590, 7454, 10082, 4575, 6217, 5344, 6871, 5651, 6174, 7918, 8207, 9246, 6877, 6698, 6874, 8899, 8066, 5624, 5188, 7136, 8004, 5822, 10447, 6748, 5911, 8132, 6374, 8878, 7803, 8167, 9056, 7517, 5703, 7977, 5445, 5490, 5777, 10189, 6370, 2231, 2604, 5914, 8841, 8671, 5094, 1213, 6449, 1848, 8162, 8677, 6963, 7663, 5642, 8678, 9557, 7157, 8392, 5648, 8672, 6962, 10113, 4444, 7466, 617, 5254, 8194, 5128, 10387, 5716, 8028, 9129, 6580, 3243, 8534, 2453, 4340]	[]
6621	71	[4475, 1881, 6189, 6398, 4657, 4895, 5181, 9336, 4538, 7355, 6103, 5116, 5959, 4293, 5360, 8185, 5383, 7998, 2960, 5661, 4492, 5051, 5071, 5121, 3840, 7595, 6625, 8344, 8164, 3397, 5233, 5579, 5079, 4419, 7780, 6905, 9560, 4655, 7914, 9369, 6725, 4650, 10127, 6389, 10116, 8895, 3760, 6402, 6267, 7970, 7809, 8061, 4437, 5500]	[]
6624	28	[6430, 5124, 3686, 6923, 4895, 5159, 6259, 3621, 3653, 5403, 7020, 7073, 4328, 4592, 10130, 5122, 166, 4582, 5023, 8091, 3430, 7442, 2010, 6139, 8192, 5128, 6390, 3840, 5858, 2195, 3741, 6620, 5233, 4792, 6641, 7125, 2841, 5294, 3032, 4669, 6756, 5564, 9756, 5442, 4545, 7388, 6019, 4605, 3063, 6963, 3744, 5032, 2687, 7358, 156, 5970, 4190]	[]
6625	28	[7851, 4657, 6103, 7664, 8361, 9297, 9007, 10136, 9606, 7901, 7453, 7300, 9363, 8320, 8093, 4090, 5035, 5335, 5913, 4210, 8833, 5079, 6357, 9369, 4650, 7619, 10332, 8633, 7970, 8637, 7717, 6628, 6653, 8458, 6588, 7673, 8301, 9121, 4655, 5836, 6267, 7168, 4437, 9283, 6398, 4499, 7990, 5773, 8659, 9559, 7596, 8154, 7595, 6621, 7253, 8284, 4647, 7335, 9705, 6157, 4551, 8895, 10427, 6650, 8797, 6854, 6907, 9180, 7459, 5360, 7589, 7385, 2960, 5894, 4492, 7981, 9484, 5461, 7232, 8807, 8344, 9560, 6764, 4836, 8187, 5463, 5462, 3762, 8998, 6079]	[]
6626	68	[4634, 7806, 2798, 5312, 7712, 6102, 8770, 7689, 10596, 7535, 6351, 8468]	[]
6628	28	[7098, 6103, 7664, 9007, 10136, 9606, 7901, 7300, 8792, 8093, 4090, 5035, 7644, 3657, 5913, 7393, 6461, 8833, 4419, 6357, 10332, 4650, 7619, 7109, 7717, 3834, 3619, 5797, 9084, 8233, 7409, 7438, 7621, 5836, 4660, 9054, 7168, 8029, 9283, 5181, 7990, 5773, 6557, 4548, 8154, 6039, 8065, 4658, 7595, 7253, 6919, 9705, 5397, 8749, 8895, 9282, 5099, 5844, 8005, 8342, 5633, 6907, 5360, 7589, 7385, 8888, 7981, 9484, 5461, 10302, 7232, 7158, 5711, 8926, 6764, 8187, 5463, 5462, 4358]	[]
6627	28	[8004, 6923, 5952, 7157, 6108, 10447, 5953, 3413, 5624, 9021, 2610, 5654, 7410, 7160, 5762, 8934, 6896, 8841, 9005, 8671, 8878, 8792, 7803, 6217, 2968, 9056, 6967, 5858, 3950, 4617, 3813, 5900, 2586, 8028, 8309, 5703, 9129, 7977, 6580, 4788, 7918, 8207, 6925, 8966, 6623, 5258, 4189, 8186, 6874, 3275, 8899, 1732, 5769, 10189, 8066, 8677, 6960, 5032, 3830, 6230, 7394]	[]
6629	58	[4600, 4063, 6321, 6251, 3886, 3455, 5771, 3113, 5390, 5244, 6830, 5387, 5208, 3200, 3202, 1078, 6832, 1095, 3098, 3341, 3590, 6071, 3379, 5200, 4434, 8702, 6026, 3100, 4081, 3476, 9159, 5955, 3902, 3571, 4329, 4283, 3812, 8535, 6285, 4122, 6713, 3933, 4916, 7887, 5432, 3239, 5198, 3773, 4643, 6665, 4059, 3699, 6600, 4807, 3432, 9303, 5411, 8290]	[]
6630	1	[9753, 10310, 6210, 8893, 4495, 8527, 7896, 9894, 10307, 7049, 7151, 9844, 9590, 9831, 6938, 6575, 4301, 10627, 10531, 7080, 1229, 8219, 9935, 5505, 10309, 9778, 10308, 6593, 6597, 7840, 10178, 5998, 10372, 10105, 9580]	[]
6631	27	[4392, 1392, 3804, 4378, 2997, 3324, 1694, 8994, 3529, 9786, 4241, 2253, 2228, 3206, 1786, 2056, 1409, 7023, 3399, 5089, 1396, 2201, 1904, 2472, 1762, 2531, 3381, 4944, 1941, 7983, 2330, 1408, 2131, 3464, 1393, 3856, 1902, 2650, 1662, 3300, 2592, 2803, 2503, 3170, 1407, 5625, 1486, 1871, 2252, 1478, 8360, 1804, 3365, 5505, 2244, 2381, 7022, 9526, 8, 2251, 2078, 8035, 3347, 2013, 1725, 1994, 3273, 3345, 2494, 1395, 2339, 4922, 10105, 2227, 4312]	[]
6632	16	[7761, 10157, 7877, 7878, 9539, 8887, 7446, 10111, 9116, 7115, 8992, 10002, 9238, 10202, 7930, 9724, 7247, 8043, 8130, 7056, 8426, 8025, 7876, 9612, 9963, 7270, 10612, 7899, 9964, 9110, 9250, 8409, 9859, 7944, 9421, 8462, 9996, 9145, 8359, 6465, 7055, 8862, 7929, 7649, 9416, 7185, 10092, 8205, 7890, 8265, 10149, 7875, 7077, 6065, 6975, 7565, 9138, 7960, 8738, 7445, 10156, 8530]	[]
6635	71	[9156, 8076, 6924, 3524, 7696, 4918, 7996, 4293, 7598, 6910, 7163, 3870, 10148, 6591, 5264, 4308, 7342, 6245, 5394, 6658, 4011, 4032, 9046, 4013, 3801, 3331, 7512, 3988, 9155, 4637, 4828, 4524, 5687, 3990, 4636, 6348, 4530, 8519, 3803, 8058, 7341, 4295, 9981, 6294, 5223, 3899, 5665, 5663, 6544, 7914, 4523, 7461, 8071, 5681, 8121, 6547, 7471, 5848, 9304, 8364, 6266, 7179, 6415, 6117, 3507, 3684, 8445, 5535]	[]
6633	67	[6265, 5809, 5666, 7699, 7169, 10146, 6325, 6883, 7995, 7249, 5413, 5662, 4619, 8520, 5241, 5759, 6870, 8794, 6414, 4529, 9305, 7779, 5266, 5688, 6950, 7181, 7510, 3851, 8136, 7223, 4823, 8074, 7957, 4195, 5546, 7339, 4203, 8363, 9045, 8072, 5314, 9440, 6346, 5263, 9154, 4220, 6656, 4365, 4238, 6546, 7462, 8120, 5949, 4178, 8479, 7581, 6545, 4526, 4307, 7472, 6115, 9153, 6163, 5689]	[]
6636	67	[4208, 7370, 5553, 6275, 7511, 9409, 4739, 4527, 5268, 4768, 6116, 6718, 5372, 5508, 6575, 5851, 7470, 5312, 6786, 6347, 6716, 5494, 5330, 9196, 6377, 7840, 6783, 4204]	[]
6634	58	[7248, 6599, 4010, 5244, 4525, 5422, 3200, 3805, 6071, 6164, 3476, 6140, 8022, 7473, 5271, 3191, 9303, 6349, 8740]	[]
6637	28	[]	[4560, 6162, 4538, 6161, 5911, 4781, 8940, 3641, 5008, 3171, 8279, 4381, 6146, 162, 6184, 7677, 9466, 3606, 955, 922, 5870, 7368, 7357, 5824, 9560, 3496, 3721, 5944, 139, 8813, 2224, 1400, 8834]
6638	28	[]	[10472, 8888, 9084, 6449, 6254, 6748, 8646, 6252, 5439, 6256, 8792, 6466, 6571, 4929, 8209, 6724, 10332]
6639	59	[382, 540, 4223, 7870, 1014, 436, 440, 733, 461, 531, 560, 380, 442, 4065, 541, 437, 439, 389, 388]	[]
6640	28	[5183, 5125, 7496, 7497]	[]
6641	28	[6430, 3686, 4895, 5159, 2604, 5403, 8967, 7258, 3829, 5122, 166, 5762, 6374, 3430, 5128, 5022, 3840, 9056, 5344, 3813, 4792, 7125, 7079, 3032, 7918, 5564, 6216, 10095, 1848, 7388, 8950, 6624, 6019, 6963, 8678, 2010, 5970]	[]
6642	58	[6435, 5479, 6286, 7248, 6321, 6599, 4694, 5244, 1784, 5390, 3091, 3200, 7376, 3934, 6071, 3379, 8702, 3100, 3476, 7124, 3083, 5955, 3674, 6140, 6439, 8535, 3321, 3933, 6713, 3239, 4991, 8570, 3773, 5271, 3119, 6935, 3930, 4751, 6665, 3908, 4059, 7580, 7353, 1006, 9303, 3112, 5411, 8740]	[]
6643	28	[9596, 9001, 7720, 7411, 7074, 6687, 6928, 7982, 8628, 7314, 7240, 7175, 9029, 5812, 6895, 5481, 7577, 4826, 5817, 5356, 9483, 5149, 9458, 5358, 9925, 5912, 7170, 6721, 6911, 9426, 8102, 6158, 6054, 8608, 5076, 8928, 8883, 5634, 7298, 9861, 7262, 5087, 8591, 6145, 9489, 5002, 10013, 8196, 5996, 8796, 6568, 7630, 8327, 6697, 9364, 5097, 4679, 7216, 9561, 6271, 5424, 4113, 7458, 6292, 6154, 8119, 8617, 5985, 6208, 5849, 8294, 4680, 7226, 7455, 10196, 7629, 6947, 5265, 7563, 6356]	[]
6644	28	[9251, 8345, 6143, 6892, 3858, 6513, 7074, 6815, 6949, 5152, 9237, 6814, 8603, 6900, 9099, 8023, 4940, 6445, 10079, 6946, 9547, 5717, 5100, 6395, 6891, 5259, 9550, 9551, 6888, 8006, 6843, 5358, 4803, 7605, 10643, 8601, 7516, 7693, 6269, 10549, 6054, 8627, 8166, 8362, 6709, 8616, 5076, 7586, 7298, 8716, 8607, 4216, 5447, 8591, 9549, 6566, 9352, 5156, 4543, 8080, 6385, 6697, 9475, 9669, 8840, 8152, 7216, 9268, 10440, 7264, 6708, 6951, 3852, 8612, 6829, 9704, 6043, 8617, 9360, 8160, 7641, 9811, 7397, 8996, 7629, 7563, 7583, 8444, 3853, 7637, 7579]	[]
6645	28	[9189, 7453, 9902, 5355, 8320, 8592, 7182, 5913, 5166, 8833, 5423, 7619, 9412, 8633, 483, 4136, 3769, 8445, 8644, 8368, 5129, 8882, 5891, 5161, 9615, 9598, 3331, 5102, 3619, 8164, 6859, 8301, 7571, 4589, 5052, 3298, 8632, 7438, 5148, 5836, 5145, 5003, 6398, 5181, 4652, 9559, 4028, 4658, 6919, 4501, 5103, 9705, 3295, 7308, 3526, 8117, 3684, 6413, 4654, 3524, 8797, 7215, 6854, 6344, 6907, 8496, 7589, 8877, 7633, 6942, 7981, 9484, 6204, 7158, 8926, 10014, 9395, 6148, 3535, 5359, 9726, 6079]	[]
6647	68	[5887, 9753, 6210, 8893, 6171, 7370, 6594, 6649, 5553, 6576, 7713, 5091, 5090, 7867, 8919, 4766, 6275, 9409, 8453, 8504, 4768, 5384, 8482, 6991, 4624, 8486, 7520, 7712, 5692, 6550, 8889, 7902, 7521, 9563, 8468, 5508, 4729, 8902, 6575, 9827, 7676, 8113, 6751, 5802, 5312, 8770, 4720, 10282, 8219, 8078, 5412, 7576, 6716, 7051, 6333, 4286, 5867, 6422, 4632, 8723, 8865, 5330, 5930, 7689, 6655, 7506, 5431, 5998, 5396, 8215, 6999, 9069]	[]
6646	68	[7519, 6694, 7984, 7567, 7975, 9592, 7795, 6475, 6594, 3324, 6576, 7713, 4487, 6008, 6078, 7823, 4768, 6469, 5325, 4624, 7075, 7520, 8230, 5628, 5619, 9041, 6411, 8811, 6006, 7752, 10334, 8889, 7456, 8545, 8468, 6613, 7721, 5508, 5276, 6081, 7657, 9827, 9498, 7201, 6717, 4995, 5696, 9755, 7662, 9471, 7611, 10282, 8814, 9540, 9473, 10497, 5867, 8723, 8306, 5330, 10492, 7057, 6159]	[]
6648	28	[7781, 8577, 4856, 7491, 7015, 5799, 5730, 6720, 6311, 10287, 6480, 8721, 5950, 6904, 8429, 8655, 8825, 7294, 10484, 6940, 5875, 7914, 8211, 5855, 7708, 8663, 6912, 8503, 9472]	[]
6649	1	[6210, 7380, 8893, 8015, 3324, 5509, 7883, 8234, 4495, 8527, 5227, 8919, 8453, 8771, 8486, 4624, 4688, 7873, 5692, 7049, 6550, 8310, 7902, 8509, 8468, 5508, 5190, 7414, 6541, 4729, 6575, 9498, 9827, 7676, 8113, 6751, 5312, 6268, 6410, 5548, 5310, 7080, 8322, 10282, 8219, 7576, 9473, 7051, 7022, 10357, 10309, 4286, 6422, 8723, 4439, 8865, 6593, 6317, 5330, 7840, 8412, 5998, 8215, 7954, 6999, 4268, 9069]	[]
6651	47	[5809, 5666, 7699, 7169, 6586, 8520, 7249, 5662, 9441, 9094, 5759, 6870, 5391, 9305, 7779, 6950, 7181, 6886, 7510, 6071, 3851, 7957, 6721, 9045, 9790, 9440, 5263, 4220, 2036, 9095, 5874, 6546, 4238, 7349, 8615, 9408, 6545, 8312, 7472, 10263, 6894, 5634]	[]
6653	0	[7235, 7664, 5158, 4293, 7453, 7998, 9365, 3506, 7300, 8792, 5203, 8320, 4090, 7644, 8833, 7043, 5079, 4114, 6357, 8633, 4774, 8445, 8637, 7717, 7418, 5437, 6386, 6589, 8525, 4929, 5635, 3870, 9615, 6588, 3866, 6845, 3619, 7673, 8164, 6256, 4655, 5052, 8632, 8842, 5148, 5836, 4660, 5145, 9057, 6396, 7323, 6398, 4499, 5181, 4932, 4261, 4718, 8659, 6240, 7596, 8154, 4028, 5071, 4658, 7595, 6919, 4647, 9705, 7132, 8646, 5099, 4802, 6650, 6572, 5844, 8657, 3391, 8797, 6854, 7459, 6907, 5157, 6310, 7589, 4492, 6942, 5461, 7232, 4836, 5463, 5462, 9457, 5647, 3863, 3928]	[]
6662	28	[7770, 9251, 4534, 9338, 6551, 2100, 10368, 7817, 6574, 10036, 5323, 7423, 7896, 9528, 8203, 8129, 9114, 10019, 5447, 10638, 10583, 6387, 4535, 5597, 6704, 10574, 6703, 6296, 6733, 6562, 6141, 4690, 7964, 10020, 10635, 8832, 6425, 7490, 6014, 4884, 10073, 6878, 5137, 7139, 7887, 6564, 6304, 10021, 6197, 9269, 10573, 10006, 2537, 6781, 10131, 6596, 9347, 10085, 5807, 6692, 5469, 10353, 6595, 10665, 6289, 9938, 5398, 9930, 10584, 6015, 5077]	[]
6657	28	[4544, 9355, 1723, 7518, 9236, 7696, 7664, 4918, 8510, 6850, 7300, 8792, 6909, 8209, 5649, 7644, 3936, 5166, 9403, 7043, 6725, 5681, 8633, 10295, 3769, 8644, 8368, 8445, 8637, 5521, 3751, 6589, 8525, 5635, 6858, 3866, 6845, 7673, 6800, 6024, 6270, 8632, 5915, 10116, 5148, 5436, 9304, 5145, 6396, 8007, 6398, 10081, 8660, 8013, 7398, 4652, 6240, 4028, 8648, 4658, 3865, 9461, 8518, 7620, 6547, 7642, 4802, 6924, 8657, 3391, 7215, 6907, 5157, 7494, 8888, 6591, 10101, 6326, 8905, 6942, 5606, 9155, 8589, 6428, 4836, 4820, 5260, 7914, 9457, 5647, 9351, 3863, 5182, 8387]	[]
6661	46	[4175, 10319, 1170, 6670, 6882, 10368, 6001, 2754, 5768, 10430, 7889, 3250, 10174, 8203, 10539, 3846, 10019, 6232, 3880, 5447, 10638, 3221, 5367, 9292, 10574, 3953, 2772, 3946, 3015, 6562, 10020, 9480, 10635, 1897, 9990, 3689, 3944, 3826, 10283, 10034, 10073, 8855, 3479, 10602, 4673, 1893, 8107, 2537, 2680, 10131, 9375, 10600, 6692, 10353, 1966, 10665, 4218, 9338, 9938, 10006, 9930, 10126, 10584, 3014, 2100]	[]
6650	28	[4475, 4499, 5181, 5437, 6653, 4290, 4261, 4661, 6310, 5383, 7998, 4492, 5071, 9363, 5461, 7595, 6625, 8164, 5079, 6905, 8187, 4655, 3928, 4660, 6267, 7168, 5519, 4621, 7323]	[]
6656	67	[8907, 6265, 5666, 5809, 9213, 7169, 7699, 9885, 8520, 6883, 7249, 5662, 5413, 4619, 7995, 5241, 8734, 5759, 6870, 6414, 4529, 9074, 5689, 7181, 7510, 8136, 9447, 4206, 8686, 7223, 6928, 4196, 8283, 7957, 6943, 9287, 10231, 4404, 5546, 7561, 7339, 8363, 9045, 8102, 6346, 5847, 7728, 9095, 7462, 6959, 8729, 6633, 9953, 8479, 7581, 7338, 7183, 6545, 8813, 7472, 6115, 6163, 7042, 7665, 7722, 9460]	[]
6660	28	[6825, 10532, 6273, 5181, 7229, 2984, 8169, 5940, 9508, 5225, 6426, 9988, 2390, 8496, 5105, 6387, 10489, 6296, 3304, 10664, 6425, 5851, 9188, 9269, 1533, 7619, 8998, 2943, 6192, 5038, 6041, 5074, 6692, 2678, 4402, 10665, 2587, 6289, 4535, 10006, 5077]	[]
6658	71	[6585, 6924, 8733, 6635, 7163, 4405, 5264, 9046, 4013, 5071, 9288, 7512, 3988, 4625, 4828, 10169, 10168, 4295, 7461, 8121, 3526, 7471, 9304, 8480, 6415, 6117, 5535]	[]
6655	67	[9353, 6649, 7759, 8527, 9969, 6275, 7511, 9409, 5268, 6116, 6583, 8468, 9827, 6575, 7470, 5312, 6786, 7627, 10282, 6347, 8078, 6647, 8723, 6377, 8485, 6783, 7873]	[]
6663	40	[7770, 6792, 4806, 9338, 5990, 5761, 10368, 6150, 10036, 8129, 6234, 6826, 4540, 4445, 6538, 5600, 5620, 10354, 5485, 5195, 7771, 9528, 5727, 10539, 7439, 7007, 6322, 10583, 3229, 6714, 6802, 7648, 3968, 4808, 8755, 8564, 4644, 8554, 6795, 515, 5305, 6040, 5296, 4681, 7730, 5757, 4602, 6384, 6701, 6170, 6225, 3969, 6308, 3374, 4174, 6013, 6235, 9818, 3911, 5448, 7476, 6182, 9124, 5897, 3890, 6149, 4676, 5171, 7016, 4008, 4809, 6152, 5820, 6558, 5534]	[]
6654	28	[6399, 8317, 8795, 6892, 9001, 9374, 7716, 8155, 3858, 8280, 9237, 5451, 4303, 4685, 4962, 6946, 7324, 7631, 5481, 4692, 6393, 4236, 5382, 6395, 4217, 7994, 5259, 8163, 5303, 7666, 5146, 8300, 6843, 9458, 7408, 4803, 7585, 6241, 8611, 6721, 6911, 8601, 7516, 9426, 5843, 8102, 6158, 8627, 8166, 5054, 6709, 8904, 8597, 7580, 4103, 5634, 7437, 5269, 7298, 7617, 4216, 7262, 7675, 6427, 6566, 3851, 4396, 8796, 6568, 7630, 8619, 4931, 6622, 6697, 9364, 8840, 9561, 7264, 5048, 5759, 7458, 4260, 9704, 3955, 5805, 7641, 8686, 7455, 8613, 4609, 8806, 6899, 7583, 8444, 7209, 6356]	[]
6659	28	[9251, 8434, 6191, 10532, 6670, 6882, 5725, 5146, 8382, 10430, 7889, 9508, 8203, 10539, 7372, 8478, 5447, 6513, 6154, 9292, 10601, 10574, 6896, 6145, 9064, 6562, 10020, 7190, 10635, 1469, 9747, 6928, 7982, 9990, 10664, 7630, 6343, 10283, 10034, 10073, 6895, 8855, 10663, 7887, 4939, 8836, 10602, 8362, 5379, 9375, 5815, 6385, 6563, 5817, 10600, 9119, 5758, 10665, 9338, 4318, 9930, 10126, 10584, 9480]	[]
6652	68	[4683, 8172, 8811, 7057, 5540, 8545, 6078, 7051]	[]
6664	46	[4175, 4735, 6376, 5243, 8410, 3237, 482, 2772, 9099, 3674, 1003, 2641, 2826, 3340, 2934, 2130, 1867, 2588, 1516, 4610, 1042, 2179, 1686, 9847, 1771, 3222, 1712, 3076, 54, 3894, 1438, 811, 5317, 1798, 8623, 7733, 2113, 4868, 3231, 2553, 1672, 6138, 3703, 5987, 2386, 4185, 3236, 1479, 3228, 1159, 2555, 1163, 3972, 224, 1471, 3802, 3648, 8614, 5322, 979, 2320, 2178, 785, 2756, 3079, 980, 5409, 10351, 3384, 1295, 2062, 3271, 3260, 1800, 7563, 1039, 2643, 2438, 4840, 3215]	[]
6666	1	[8415, 10112, 7572, 8525, 5401, 9180, 8917, 7639, 10411, 8870, 8869, 8209, 8369, 9227, 3516, 6800, 9403, 7086, 8644, 9981, 7111, 3510, 9688, 7620, 7914, 6270, 4516, 8385, 5917, 6264, 4484, 10295, 10148, 9172]	[]
6665	58	[4600, 5479, 3116, 7148, 4063, 6321, 3623, 6599, 4432, 7435, 4694, 4675, 5771, 3113, 5390, 5244, 6830, 1784, 5208, 3624, 5387, 3200, 5576, 7376, 1078, 3082, 6832, 3098, 3934, 3341, 3590, 6071, 6281, 3379, 4434, 8702, 6026, 2365, 7124, 3476, 3083, 5955, 3674, 6578, 6140, 3812, 8535, 6285, 3321, 4122, 6713, 8022, 3933, 4916, 7887, 5432, 3239, 5198, 3773, 4676, 3578, 7353, 1006, 3112, 4807, 3432, 9303, 5411, 8290]	[]
6667	41	[6238, 742, 388, 709, 749, 6746, 700, 5112, 4430, 7870, 7797, 440, 733, 560, 9937, 745, 746, 744, 6471, 750, 2313, 747, 752, 2986, 712, 699, 558, 7118, 9903, 3827, 9044, 9929, 6739, 2314, 1117, 732, 75, 731, 7008, 734, 3421, 738, 1118, 748, 4877, 8193, 723, 389, 4906, 2154, 3408, 739, 722]	[]
6668	58	[9338, 3623, 10430, 3492, 7435, 4675, 4694, 9528, 5244, 6830, 5387, 6233, 3624, 7439, 8843, 10638, 8567, 5185, 6704, 3965, 6832, 3934, 7961, 6071, 3750, 4434, 6691, 10635, 8705, 6578, 4681, 7731, 3812, 5793, 3340, 4503, 7887, 3374, 7844, 7559, 9818, 3646, 8107, 6369, 3626, 4758, 7278, 9124, 3911, 3671, 9191, 5820, 6692, 4676, 6101, 4869, 1006, 4807, 4289, 10639, 10006, 10584, 8290, 7678, 5795]	[]
6669	40	[4596, 5693, 4700, 9390, 4319, 5578, 7382, 4471, 6119, 7103, 7484, 4885, 4448, 7719, 3710, 4775, 7924, 8697, 3405, 7790, 6827, 8027, 9392, 7714, 7808, 7039, 4115, 6730, 5555, 8896, 8311, 4881, 4106, 5034, 2955, 4598, 7257, 6715, 7782, 3712, 3885, 5745, 9201, 3698, 9697, 4870, 9674, 7880, 8851, 3895, 8556, 6279, 8281, 4702, 4440, 6540, 7143, 7010, 6995, 8925, 4888, 7369, 7177, 8014, 6274, 4109, 5443, 4649, 4909, 3738, 3566, 7317, 7903, 9065, 6012, 9716, 3820, 9024, 7800]	[]
6670	28	[9251, 8434, 10319, 6191, 1170, 9338, 6882, 10368, 2754, 8382, 10430, 7889, 10174, 10354, 8203, 10539, 8506, 10019, 8478, 5447, 6659, 10383, 9292, 10574, 3953, 10601, 9064, 6562, 6795, 10020, 7190, 10635, 9747, 9368, 9990, 10283, 6461, 10073, 8855, 8836, 10602, 9818, 10573, 9375, 10131, 5815, 9080, 6563, 10600, 9391, 9258, 9119, 10353, 10074, 5758, 10665, 10072, 4318, 9930, 10126, 10584, 9480]	[]
6671	68	[6694, 7567, 8788, 6475, 6594, 6576, 5406, 7400, 5601, 6008, 7823, 6469, 5653, 8486, 7075, 8230, 5628, 9041, 10334, 5883, 7721, 6613, 8545, 7657, 6081, 7201, 9827, 6717, 8113, 4995, 6750, 8137, 10282, 9540, 8814, 5330, 8249]	[]
6673	1	[1059, 1017, 4816, 6155, 4899, 6672, 6494, 5008, 8279, 9140, 5870, 2715, 4999, 2914, 4815, 4074, 4284, 3981, 5945, 2224]	[]
6672	1	[4074, 6673, 1059, 2715, 5870, 1017, 4999, 4816, 5008, 4284, 3981, 2914, 9140, 6494, 5945, 4815]	[]
6677	0	[]	[]
6675	40	[7979, 5745, 7654, 6988, 4596, 4021, 8885, 6128, 9381, 5443, 6416, 10191, 9419, 7444, 7714, 4254, 8563, 8742, 3738, 3963, 3385, 6198, 4881, 8873, 2955, 8281, 4793, 9162, 4702, 7532, 7985, 3301, 7503, 6070, 5040, 4799, 3885, 3443, 3405, 8860, 3352]	[]
6674	40	[8105, 7261, 7131, 7002, 7420, 7067, 8144, 7152, 8225, 9674, 7880, 8377, 8896, 6754, 7259, 5937, 7816, 7256, 4598, 5765, 6980, 6540, 7757, 6992, 5751, 6490, 8227, 6329, 8019]	[]
6678	40	[6826, 8560, 8129, 10019, 7439, 8843, 9624, 10638, 6802, 8563, 3968, 4580, 10584, 1598, 1816, 7377, 3969, 2964, 2094, 6308, 7887, 3374, 4287, 8107, 9124, 4008, 10639, 9628, 5534, 10335]	[]
6676	28	[5269, 10669, 4735, 10434, 7492, 8845, 5525, 7574, 6941, 9009, 9593, 8734, 7469, 8526, 9495, 6203, 8492, 3852, 7665, 3907, 5536, 10345, 4306, 8617, 7384, 8625, 8575, 8357, 6208, 6900, 7231, 9360, 3851, 10521, 5297, 8856, 8461, 10642, 6928, 10563, 3822, 3884, 9404, 7240, 8613, 10231, 10196, 6948, 8339, 10079, 8327, 9547, 5843, 7602, 6158, 4116, 8847, 8729, 9406, 2356, 8616, 9204, 6899, 7727, 9625, 10503, 9111, 2691, 7042, 1163, 9640, 9628, 10263, 5522, 7729, 10335]	[]
6679	28	[2604, 6072, 4733]	[]
6682	1	[9753, 6694, 6210, 8893, 4579, 7087, 6649, 5509, 8234, 4495, 4167, 5227, 9894, 8453, 10307, 9754, 7151, 7286, 8509, 8468, 8908, 6541, 7414, 9827, 6575, 4301, 6751, 4995, 5548, 9755, 10531, 5310, 7080, 8322, 8219, 7914, 10309, 9778, 6422, 8111, 5330, 7840, 5998, 5276, 7873]	[]
6680	46	[3500, 1723, 2530, 2652, 8410, 2601, 6838, 6042, 6345, 3463, 1518, 2130, 1769, 3921, 3203, 2929, 1325, 2179, 3287, 3765, 1199, 2640, 2751, 2380, 5261, 3720, 1191, 2338, 5317, 7287, 5488, 3270, 5788, 8156, 1824, 2730, 1005, 2113, 3168, 7352, 4721, 6138, 4416, 4036, 2860, 3884, 4299, 3662, 3234, 3205, 4242, 4520, 4185, 4835, 1355, 3296, 1479, 7668, 1163, 3972, 7665, 2548, 85, 5678, 3198, 5322, 8739, 979, 3897, 5528, 2756, 980, 3225, 4776, 5281, 3948, 2356, 3949, 3723, 2438, 4840, 4029, 6137]	[]
6685	40	[6483, 7979, 7177, 9201, 7790, 6508, 8014, 4096, 4371, 6813, 5896, 9114, 7800, 9419, 6602, 7485, 8563, 8742, 4870, 6700, 4649, 4357, 5342, 3738, 7280, 4905, 6791, 3566, 6187, 6480, 5078, 5410, 4881, 5651, 4448, 6701, 8556, 4973, 7833, 4440, 7710, 3675, 4775, 6995, 3301, 7924, 8341, 3712, 3885, 3443, 3405]	[]
6683	28	[6273, 7937, 6274, 5650, 8527, 6387, 5030, 5728, 4710, 6769, 7626, 7958, 6453, 6437, 9425, 6120, 5646, 6410, 6564, 5086, 4309, 7542, 7859, 7652, 4535, 5425]	[]
6686	28	[6650, 6086, 4560, 10115, 8657, 5161, 8797, 1632, 8637, 5633, 6850, 4482, 9559, 9589, 10218, 4339, 10538, 4028, 7453, 5383, 4105, 4492, 7537, 7300, 4961, 7958, 9363, 5102, 7239, 9595, 3619, 6204, 6316, 10030, 5217, 3294, 3657, 5913, 9804, 6800, 10479, 4647, 3397, 10014, 5423, 8589, 6262, 9531, 4466, 8999, 5375, 4655, 7132, 9560, 7591, 6725, 3298, 7914, 6515, 10116, 6148, 3928, 9415, 5779, 7642, 7809, 5178, 6688]	[]
